,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population_x,Row ID,ZIP Code Location,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population_y,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
60613,43,10/18/2020,10/24/2020,112.0,1107.0,224.0,2209.0,2114.0,26643,4218,53165.8,0.1,0.0,0,33,0.0,65.9,50113,60613-2020-43,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,48,11/22/2020,11/28/2020,122.0,2041.0,243.0,4072.8,2385.0,39888,4759,79596.1,0.1,0.1,0,34,0.0,67.8,50113,60613-2020-48,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,27,06/28/2020,07/04/2020,27.0,448.0,54.0,894.0,987.0,5954,1970,11881.1,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-27,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,35,08/23/2020,08/29/2020,25.0,663.0,50.0,1323.0,1051.0,14508,2097,28950.6,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-35,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,17,04/19/2020,04/25/2020,37.0,221.0,74.0,441.0,210.0,841,419,1678.2,0.1,0.2,3,11,6.0,22.0,50113,60613-2020-17,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,12,03/15/2020,03/21/2020,25.0,30.0,50.0,59.9,80.0,94,160,187.6,0.2,0.2,0,0,0.0,0.0,50113,60613-2020-12,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,1,01/03/2021,01/09/2021,128.0,2714.0,255.0,5415.8,2502.0,54542,4993,108838.0,0.1,0.1,0,40,0.0,79.8,50113,60613-2021-1,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,22,05/24/2020,05/30/2020,13.0,362.0,26.0,722.4,431.0,2487,860,4962.8,0.0,0.1,3,27,6.0,53.9,50113,60613-2020-22,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,39,09/20/2020,09/26/2020,35.0,793.0,70.0,1582.4,1143.0,19066,2281,38046.0,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-39,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,44,10/25/2020,10/31/2020,159.0,1266.0,317.0,2526.3,2361.0,29004,4711,57877.2,0.1,0.0,1,34,2.0,67.8,50113,60613-2020-44,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,49,11/29/2020,12/05/2020,137.0,2178.0,273.0,4346.2,2555.0,42443,5098,84694.6,0.1,0.1,2,36,4.0,71.8,50113,60613-2020-49,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,34,08/16/2020,08/22/2020,29.0,638.0,58.0,1273.1,1145.0,13457,2285,26853.3,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-34,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,26,06/21/2020,06/27/2020,19.0,421.0,38.0,840.1,752.0,4967,1501,9911.6,0.0,0.1,2,31,4.0,61.9,50113,60613-2020-26,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,29,07/12/2020,07/18/2020,32.0,504.0,64.0,1005.7,1085.0,8102,2165,16167.5,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-29,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,42,10/11/2020,10/17/2020,94.0,995.0,188.0,1985.5,1949.0,24529,3889,48947.4,0.0,0.0,0,33,0.0,65.9,50113,60613-2020-42,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,13,03/22/2020,03/28/2020,33.0,63.0,66.0,125.7,117.0,211,234,421.0,0.2,0.2,0,0,0.0,0.0,50113,60613-2020-13,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,4,01/24/2021,01/30/2021,51.0,2887.0,102.0,5761.0,1899.0,60591,3789,120908.7,0.0,0.1,1,41,2.0,81.8,50113,60613-2021-4,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,38,09/13/2020,09/19/2020,44.0,758.0,88.0,1512.6,1173.0,17923,2341,35765.2,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-38,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,18,04/26/2020,05/02/2020,66.0,287.0,132.0,572.7,284.0,1125,567,2244.9,0.2,0.2,1,12,2.0,23.9,50113,60613-2020-18,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,53,12/27/2020,01/02/2021,98.0,2586.0,196.0,5160.3,2079.0,52040,4149,103845.3,0.1,0.1,1,40,2.0,79.8,50113,60613-2020-53,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,50,12/06/2020,12/12/2020,129.0,2307.0,257.0,4603.6,2452.0,44895,4893,89587.5,0.1,0.1,1,37,2.0,73.8,50113,60613-2020-50,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,21,05/17/2020,05/23/2020,17.0,349.0,34.0,696.4,374.0,2056,746,4102.7,0.1,0.1,1,24,2.0,47.9,50113,60613-2020-21,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,30,07/19/2020,07/25/2020,28.0,532.0,56.0,1061.6,966.0,9068,1928,18095.1,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-30,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,45,11/01/2020,11/07/2020,200.0,1466.0,399.0,2925.4,2374.0,31378,4737,62614.5,0.1,0.0,0,34,0.0,67.8,50113,60613-2020-45,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60613,25,06/14/2020,06/20/2020,10.0,402.0,20.0,802.2,613.0,4215,1223,8411.0,0.0,0.1,1,29,2.0,57.9,50113,60613-2020-25,POINT (-87.661343 41.953742),2021-02-04,147,6651,101,4917,0.09699999999999999,46,1734,0.034,50761,POINT (-87.661343 41.953742),60613-20210204,52340,48281,27476,"$332,200","$82,321",1.74,0.8215032829,39663,0.08518879062000001,4113,0.1000807771,4832,3315,351,73,2008,24514,23767,31.50 years,31.90 years,31.10 years
60614,21,05/17/2020,05/23/2020,16.0,486.0,22.0,681.6,649.0,3442,910,4826.9,0.1,0.1,4,58,5.6,81.3,71308,60614-2020-21,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,15,04/05/2020,04/11/2020,52.0,172.0,73.0,241.2,193.0,636,271,891.9,0.2,0.2,8,9,11.2,12.6,71308,60614-2020-15,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,53,12/27/2020,01/02/2021,116.0,3671.0,163.0,5148.1,3347.0,81216,4694,113894.7,0.0,0.0,2,82,2.8,115.0,71308,60614-2020-53,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,36,08/30/2020,09/05/2020,47.0,986.0,66.0,1382.7,1862.0,24962,2611,35005.9,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-36,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,47,11/15/2020,11/21/2020,263.0,2774.0,369.0,3890.2,5131.0,58841,7196,82516.7,0.1,0.0,1,75,1.4,105.2,71308,60614-2020-47,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,4,01/24/2021,01/30/2021,69.0,4168.0,97.0,5845.1,3142.0,95711,4406,134222.0,0.0,0.0,0,85,0.0,119.2,71308,60614-2021-4,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,40,09/27/2020,10/03/2020,62.0,1214.0,87.0,1702.5,2161.0,33097,3030,46414.1,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-40,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,25,06/14/2020,06/20/2020,18.0,540.0,25.0,757.3,710.0,5880,996,8245.9,0.0,0.1,1,65,1.4,91.2,71308,60614-2020-25,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,30,07/19/2020,07/25/2020,40.0,734.0,56.0,1029.3,1488.0,13670,2087,19170.4,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-30,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,16,04/12/2020,04/18/2020,32.0,204.0,45.0,286.1,240.0,876,337,1228.5,0.1,0.2,15,24,21.0,33.7,71308,60614-2020-16,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,52,12/20/2020,12/26/2020,111.0,3555.0,156.0,4985.4,3992.0,77869,5598,109200.9,0.0,0.0,1,80,1.4,112.2,71308,60614-2020-52,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,31,07/26/2020,08/01/2020,43.0,777.0,60.0,1089.6,1685.0,15355,2363,21533.3,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-31,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,20,05/10/2020,05/16/2020,41.0,470.0,58.0,659.1,654.0,2793,917,3916.8,0.1,0.1,6,54,8.4,75.7,71308,60614-2020-20,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,48,11/22/2020,11/28/2020,180.0,2954.0,252.0,4142.6,3413.0,62254,4786,87303.0,0.1,0.0,1,76,1.4,106.6,71308,60614-2020-48,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,35,08/23/2020,08/29/2020,53.0,939.0,74.0,1316.8,1982.0,23100,2780,32394.7,0.0,0.0,1,72,1.4,101.0,71308,60614-2020-35,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,24,06/07/2020,06/13/2020,15.0,522.0,21.0,732.0,753.0,5170,1056,7250.2,0.0,0.1,2,64,2.8,89.8,71308,60614-2020-24,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,17,04/19/2020,04/25/2020,69.0,273.0,97.0,382.8,306.0,1182,429,1657.6,0.2,0.2,8,32,11.2,44.9,71308,60614-2020-17,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,44,10/25/2020,10/31/2020,229.0,1796.0,321.0,2518.7,3598.0,45857,5046,64308.4,0.1,0.0,1,73,1.4,102.4,71308,60614-2020-44,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,39,09/20/2020,09/26/2020,47.0,1152.0,66.0,1615.5,2284.0,30936,3203,43383.6,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-39,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,12,03/15/2020,03/21/2020,24.0,38.0,34.0,53.3,122.0,149,171,209.0,0.1,0.1,1,1,1.4,1.4,71308,60614-2020-12,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,3,01/17/2021,01/23/2021,90.0,4099.0,126.0,5748.3,3282.0,92569,4603,129815.7,0.0,0.0,1,85,1.4,119.2,71308,60614-2021-3,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,27,06/28/2020,07/04/2020,49.0,619.0,69.0,868.1,1550.0,8458,2174,11861.2,0.0,0.1,3,68,4.2,95.4,71308,60614-2020-27,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,32,08/02/2020,08/08/2020,48.0,825.0,67.0,1157.0,1833.0,17188,2570,24103.9,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-32,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,49,11/29/2020,12/05/2020,183.0,3137.0,257.0,4399.2,3611.0,65865,5064,92366.9,0.1,0.0,2,78,2.8,109.4,71308,60614-2020-49,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,51,12/13/2020,12/19/2020,128.0,3444.0,180.0,4829.8,4544.0,73877,6372,103602.7,0.0,0.0,0,79,0.0,110.8,71308,60614-2020-51,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,42,10/11/2020,10/17/2020,113.0,1440.0,158.0,2019.4,3001.0,39098,4208,54829.8,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-42,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,19,05/03/2020,05/09/2020,60.0,429.0,84.0,601.6,486.0,2139,682,2999.7,0.1,0.2,10,48,14.0,67.3,71308,60614-2020-19,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,38,09/13/2020,09/19/2020,71.0,1105.0,100.0,1549.6,2046.0,28652,2869,40180.6,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-38,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,23,05/31/2020,06/06/2020,5.0,507.0,7.0,711.0,520.0,4417,729,6194.3,0.0,0.1,0,62,0.0,86.9,71308,60614-2020-23,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
60614,33,08/09/2020,08/15/2020,38.0,863.0,53.0,1210.2,1967.0,19155,2758,26862.3,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-33,POINT (-87.652064 41.922605),2021-02-04,179,9480,149,7029,0.098,30,2451,0.034,71954,POINT (-87.652064 41.922605),60614-20210204,69456,66617,34850,"$593,000","$107,461",1.81,0.8872810244,59108,0.04465827041,2975,0.05642703814,3759,4374,318,95,1331,31745,34872,29.80 years,30.50 years,29.30 years
