,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
1700,2021-01-22,162,3192,150,2589,0.034,12,603,0.008,75082,POINT (-87.797373 41.944967),60634-20210122,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1701,2021-01-23,93,3285,80,2669,0.036000000000000004,13,616,0.008,75082,POINT (-87.797373 41.944967),60634-20210123,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1702,2021-01-24,37,3322,31,2700,0.036000000000000004,6,622,0.008,75082,POINT (-87.797373 41.944967),60634-20210124,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1703,2021-01-25,187,3509,138,2838,0.038,49,671,0.009000000000000001,75082,POINT (-87.797373 41.944967),60634-20210125,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1704,2021-01-26,173,3682,108,2946,0.039,65,736,0.01,75082,POINT (-87.797373 41.944967),60634-20210126,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1705,2021-01-27,210,3892,156,3102,0.040999999999999995,54,790,0.011000000000000001,75082,POINT (-87.797373 41.944967),60634-20210127,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1706,2021-01-28,260,4152,199,3301,0.044000000000000004,61,851,0.011000000000000001,75082,POINT (-87.797373 41.944967),60634-20210128,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1707,2021-01-29,190,4342,167,3468,0.046,23,874,0.012,75082,POINT (-87.797373 41.944967),60634-20210129,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1708,2021-01-30,222,4564,131,3599,0.048,91,965,0.013000000000000001,75082,POINT (-87.797373 41.944967),60634-20210130,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1709,2021-01-31,51,4615,44,3643,0.049,7,972,0.013000000000000001,75082,POINT (-87.797373 41.944967),60634-20210131,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1710,2021-02-01,175,4790,128,3771,0.05,47,1019,0.013999999999999999,75082,POINT (-87.797373 41.944967),60634-20210201,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1711,2021-02-02,295,5085,208,3979,0.053,87,1106,0.015,75082,POINT (-87.797373 41.944967),60634-20210202,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1712,2021-02-03,269,5354,202,4181,0.055999999999999994,67,1173,0.016,75082,POINT (-87.797373 41.944967),60634-20210203,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1713,2021-02-04,193,5547,173,4354,0.057999999999999996,20,1193,0.016,75082,POINT (-87.797373 41.944967),60634-20210204,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1714,2020-12-30,73,669,73,669,0.009000000000000001,0,0,0.0,75082,POINT (-87.797373 41.944967),60634-20201230,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1715,2020-12-23,53,449,53,449,0.006,0,0,0.0,75082,POINT (-87.797373 41.944967),60634-20201223,72253,74298,25712,"$252,000","$66,741",2.88,0.7972758352,59236,0.01837196156,1365,0.335298393,24912,3708,673,174,11504,36399,37899,38.40 years,36.80 years,40.00 years
1716,2021-01-20,22,295,15,252,0.008,7,43,0.001,30024,POINT (-87.668597 41.77599),60636-20210120,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1717,2021-01-21,58,353,47,299,0.01,11,54,0.002,30024,POINT (-87.668597 41.77599),60636-20210121,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1718,2021-01-22,67,420,63,362,0.012,4,58,0.002,30024,POINT (-87.668597 41.77599),60636-20210122,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1719,2021-01-23,11,431,11,373,0.012,0,58,0.002,30024,POINT (-87.668597 41.77599),60636-20210123,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1720,2021-01-24,13,444,10,383,0.013000000000000001,3,61,0.002,30024,POINT (-87.668597 41.77599),60636-20210124,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1721,2021-01-25,45,489,33,416,0.013999999999999999,12,73,0.002,30024,POINT (-87.668597 41.77599),60636-20210125,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1722,2021-01-26,44,533,38,454,0.015,6,79,0.003,30024,POINT (-87.668597 41.77599),60636-20210126,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1723,2021-01-27,61,594,52,506,0.017,9,88,0.003,30024,POINT (-87.668597 41.77599),60636-20210127,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1724,2021-01-28,55,649,52,558,0.019,3,91,0.003,30024,POINT (-87.668597 41.77599),60636-20210128,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1725,2021-01-29,104,753,98,656,0.022000000000000002,6,97,0.003,30024,POINT (-87.668597 41.77599),60636-20210129,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1726,2021-01-30,26,779,24,680,0.023,2,99,0.003,30024,POINT (-87.668597 41.77599),60636-20210130,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1727,2021-01-31,3,782,2,682,0.023,1,100,0.003,30024,POINT (-87.668597 41.77599),60636-20210131,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1728,2021-02-01,34,816,30,712,0.024,4,104,0.003,30024,POINT (-87.668597 41.77599),60636-20210201,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1729,2021-02-02,41,857,33,745,0.025,8,112,0.004,30024,POINT (-87.668597 41.77599),60636-20210202,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1730,2021-02-03,57,914,44,789,0.026000000000000002,13,125,0.004,30024,POINT (-87.668597 41.77599),60636-20210203,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1731,2021-02-04,42,956,39,828,0.027999999999999997,3,128,0.004,30024,POINT (-87.668597 41.77599),60636-20210204,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1732,2021-01-02,4,86,4,86,0.003,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20210102,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1733,2021-01-13,19,210,15,188,0.006,4,22,0.001,30024,POINT (-87.668597 41.77599),60636-20210113,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1734,2021-01-12,14,191,10,173,0.006,4,18,0.001,30024,POINT (-87.668597 41.77599),60636-20210112,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1735,2020-12-20,0,8,0,8,0.0,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201220,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1736,2021-01-19,19,273,14,237,0.008,5,36,0.001,30024,POINT (-87.668597 41.77599),60636-20210119,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1737,2021-01-08,23,163,17,152,0.005,6,11,0.0,30024,POINT (-87.668597 41.77599),60636-20210108,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1738,2020-12-18,5,8,5,8,0.0,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201218,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1739,2020-12-24,2,29,2,29,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201224,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1740,2020-12-19,0,8,0,8,0.0,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201219,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1741,2020-12-29,13,54,13,54,0.002,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201229,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1742,2020-12-23,7,27,7,27,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201223,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1743,2021-01-14,12,222,10,198,0.006999999999999999,2,24,0.001,30024,POINT (-87.668597 41.77599),60636-20210114,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1744,2021-01-07,15,140,12,135,0.004,3,5,0.0,30024,POINT (-87.668597 41.77599),60636-20210107,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1745,2021-01-03,1,87,1,87,0.003,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20210103,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1746,2020-12-15,0,0,0,0,0.0,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201215,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1747,2020-12-30,19,73,19,73,0.002,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201230,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1748,2021-01-04,11,98,11,98,0.003,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20210104,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1749,2020-12-27,0,31,0,31,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201227,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1750,2021-01-16,7,240,6,214,0.006999999999999999,1,26,0.001,30024,POINT (-87.668597 41.77599),60636-20210116,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1751,2021-01-11,7,177,6,163,0.005,1,14,0.0,30024,POINT (-87.668597 41.77599),60636-20210111,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1752,2020-12-16,0,0,0,0,0.0,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201216,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1753,2020-12-22,4,20,4,20,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201222,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1754,2021-01-17,2,242,2,216,0.006999999999999999,0,26,0.001,30024,POINT (-87.668597 41.77599),60636-20210117,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1755,2021-01-06,15,125,14,123,0.004,1,2,0.0,30024,POINT (-87.668597 41.77599),60636-20210106,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1756,2021-01-15,11,233,10,208,0.006999999999999999,1,25,0.001,30024,POINT (-87.668597 41.77599),60636-20210115,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1757,2021-01-10,1,170,0,157,0.005,1,13,0.0,30024,POINT (-87.668597 41.77599),60636-20210110,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1758,2020-12-26,2,31,2,31,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201226,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1759,2020-12-31,9,82,9,82,0.003,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201231,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1760,2020-12-17,3,3,3,3,0.0,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201217,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1761,2021-01-01,0,82,0,82,0.003,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20210101,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1762,2021-01-18,12,254,7,223,0.006999999999999999,5,31,0.001,30024,POINT (-87.668597 41.77599),60636-20210118,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1763,2021-01-05,12,110,11,109,0.004,1,1,0.0,30024,POINT (-87.668597 41.77599),60636-20210105,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1764,2020-12-21,8,16,8,16,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201221,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1765,2021-01-09,6,169,5,157,0.005,1,12,0.0,30024,POINT (-87.668597 41.77599),60636-20210109,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1766,2020-12-25,0,29,0,29,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201225,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1767,2020-12-28,10,41,10,41,0.001,0,0,0.0,30024,POINT (-87.668597 41.77599),60636-20201228,34056,40916,12020,"$93,300","$27,310",3.35,0.01683937824,689,0.9723824420999999,39786,0.02688434842,1100,93,249,11,588,18976,21940,31.80 years,28.90 years,34.50 years
1768,2021-01-21,248,2517,204,1933,0.040999999999999995,44,584,0.012,47300,POINT (-87.604053 41.780991),60637-20210121,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1769,2021-01-22,189,2706,161,2094,0.044000000000000004,28,612,0.013000000000000001,47300,POINT (-87.604053 41.780991),60637-20210122,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1770,2021-01-23,132,2838,90,2184,0.046,42,654,0.013999999999999999,47300,POINT (-87.604053 41.780991),60637-20210123,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1771,2021-01-24,47,2885,44,2228,0.047,3,657,0.013999999999999999,47300,POINT (-87.604053 41.780991),60637-20210124,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1772,2021-01-25,178,3063,133,2361,0.05,45,702,0.015,47300,POINT (-87.604053 41.780991),60637-20210125,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1773,2021-01-26,146,3209,106,2467,0.052000000000000005,40,742,0.016,47300,POINT (-87.604053 41.780991),60637-20210126,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1774,2021-01-27,127,3336,97,2564,0.054000000000000006,30,772,0.016,47300,POINT (-87.604053 41.780991),60637-20210127,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1775,2021-01-28,142,3478,112,2676,0.057,30,802,0.017,47300,POINT (-87.604053 41.780991),60637-20210128,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1776,2021-01-29,142,3620,129,2805,0.059000000000000004,13,815,0.017,47300,POINT (-87.604053 41.780991),60637-20210129,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1777,2021-01-30,67,3687,49,2854,0.06,18,833,0.018000000000000002,47300,POINT (-87.604053 41.780991),60637-20210130,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1778,2021-01-31,68,3755,67,2921,0.062,1,834,0.018000000000000002,47300,POINT (-87.604053 41.780991),60637-20210131,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1779,2021-02-01,75,3830,51,2972,0.063,24,858,0.018000000000000002,47300,POINT (-87.604053 41.780991),60637-20210201,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1780,2021-02-02,87,3917,70,3042,0.064,17,875,0.018000000000000002,47300,POINT (-87.604053 41.780991),60637-20210202,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1781,2021-02-03,175,4092,137,3179,0.067,38,913,0.019,47300,POINT (-87.604053 41.780991),60637-20210203,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1782,2021-02-04,58,4150,44,3223,0.068,14,927,0.02,47300,POINT (-87.604053 41.780991),60637-20210204,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1783,2021-01-01,1,619,1,619,0.013000000000000001,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20210101,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1784,2020-12-15,0,0,0,0,0.0,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201215,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1785,2020-12-21,34,177,34,177,0.004,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201221,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1786,2020-12-26,4,363,4,363,0.008,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201226,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1787,2021-01-16,99,1677,53,1271,0.027000000000000003,46,406,0.009000000000000001,47300,POINT (-87.604053 41.780991),60637-20210116,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1788,2020-12-25,0,359,0,359,0.008,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201225,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1789,2021-01-07,84,1017,45,935,0.02,39,82,0.002,47300,POINT (-87.604053 41.780991),60637-20210107,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1790,2021-01-12,58,1314,23,1028,0.022000000000000002,35,286,0.006,47300,POINT (-87.604053 41.780991),60637-20210112,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1791,2021-01-17,16,1693,0,1271,0.027000000000000003,16,422,0.009000000000000001,47300,POINT (-87.604053 41.780991),60637-20210117,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1792,2021-01-02,7,626,7,626,0.013000000000000001,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20210102,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1793,2020-12-16,2,2,2,2,0.0,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201216,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
