,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
2406,2020-12-21,18,66,18,66,0.001,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201221,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2407,2021-01-07,29,392,23,382,0.006,6,10,0.0,63492,POINT (-87.741017 41.901964),60651-20210107,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2408,2021-01-22,117,1156,114,968,0.015,3,188,0.003,63492,POINT (-87.741017 41.901964),60651-20210122,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2409,2021-01-01,0,234,0,234,0.004,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20210101,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2410,2021-01-05,61,336,61,334,0.005,0,2,0.0,63492,POINT (-87.741017 41.901964),60651-20210105,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2411,2020-12-29,26,167,26,167,0.003,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201229,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2412,2021-01-16,27,724,24,622,0.01,3,102,0.002,63492,POINT (-87.741017 41.901964),60651-20210116,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2413,2021-01-11,33,511,20,452,0.006999999999999999,13,59,0.001,63492,POINT (-87.741017 41.901964),60651-20210111,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2414,2020-12-24,6,109,6,109,0.002,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201224,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2415,2021-01-21,129,1039,119,854,0.013000000000000001,10,185,0.003,63492,POINT (-87.741017 41.901964),60651-20210121,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2416,2020-12-20,4,48,4,48,0.001,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201220,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2417,2021-01-04,27,275,25,273,0.004,2,2,0.0,63492,POINT (-87.741017 41.901964),60651-20210104,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2418,2021-01-02,12,246,12,246,0.004,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20210102,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2419,2021-01-25,76,1287,53,1072,0.017,23,215,0.003,63492,POINT (-87.741017 41.901964),60651-20210125,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2420,2021-01-10,9,478,6,432,0.006999999999999999,3,46,0.001,63492,POINT (-87.741017 41.901964),60651-20210110,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2421,2020-12-23,20,103,20,103,0.002,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201223,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2422,2020-12-26,3,112,3,112,0.002,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201226,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2423,2021-01-17,4,728,4,626,0.01,0,102,0.002,63492,POINT (-87.741017 41.901964),60651-20210117,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2424,2021-01-12,58,569,42,494,0.008,16,75,0.001,63492,POINT (-87.741017 41.901964),60651-20210112,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2425,2020-12-30,49,216,49,216,0.003,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201230,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2426,2020-12-15,0,0,0,0,0.0,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201215,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2427,2021-01-03,2,248,2,248,0.004,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20210103,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2428,2021-01-24,7,1211,6,1019,0.016,1,192,0.003,63492,POINT (-87.741017 41.901964),60651-20210124,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2429,2021-01-09,17,469,11,426,0.006999999999999999,6,43,0.001,63492,POINT (-87.741017 41.901964),60651-20210109,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2430,2021-01-20,106,910,70,735,0.012,36,175,0.003,63492,POINT (-87.741017 41.901964),60651-20210120,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2431,2020-12-19,11,44,11,44,0.001,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201219,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2432,2021-01-13,46,615,29,523,0.008,17,92,0.001,63492,POINT (-87.741017 41.901964),60651-20210113,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2433,2020-12-22,17,83,17,83,0.001,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201222,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2434,2020-12-17,5,5,5,5,0.0,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201217,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2435,2021-01-23,48,1204,45,1013,0.016,3,191,0.003,63492,POINT (-87.741017 41.901964),60651-20210123,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2436,2021-01-18,41,769,22,648,0.01,19,121,0.002,63492,POINT (-87.741017 41.901964),60651-20210118,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2437,2020-12-27,0,112,0,112,0.002,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201227,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2438,2021-01-08,60,452,33,415,0.006999999999999999,27,37,0.001,63492,POINT (-87.741017 41.901964),60651-20210108,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2439,2021-01-19,35,804,17,665,0.01,18,139,0.002,63492,POINT (-87.741017 41.901964),60651-20210119,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2440,2020-12-31,18,234,18,234,0.004,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201231,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2441,2020-12-18,28,33,28,33,0.001,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201218,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2442,2021-01-06,27,363,25,359,0.006,2,4,0.0,63492,POINT (-87.741017 41.901964),60651-20210106,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2443,2020-12-16,0,0,0,0,0.0,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201216,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2444,2021-01-02,12,393,12,393,0.009000000000000001,0,0,0.0,43447,POINT (-87.714238 41.745398),60652-20210102,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2445,2021-01-03,11,404,11,404,0.009000000000000001,0,0,0.0,43447,POINT (-87.714238 41.745398),60652-20210103,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2446,2021-01-04,30,434,29,433,0.01,1,1,0.0,43447,POINT (-87.714238 41.745398),60652-20210104,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2447,2021-01-05,36,470,35,468,0.011000000000000001,1,2,0.0,43447,POINT (-87.714238 41.745398),60652-20210105,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2448,2021-01-06,21,491,15,483,0.011000000000000001,6,8,0.0,43447,POINT (-87.714238 41.745398),60652-20210106,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2449,2021-01-07,43,534,30,513,0.012,13,21,0.0,43447,POINT (-87.714238 41.745398),60652-20210107,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2450,2021-01-08,48,582,27,540,0.012,21,42,0.001,43447,POINT (-87.714238 41.745398),60652-20210108,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2451,2021-01-09,24,606,15,555,0.013000000000000001,9,51,0.001,43447,POINT (-87.714238 41.745398),60652-20210109,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2452,2021-01-10,12,618,3,558,0.013000000000000001,9,60,0.001,43447,POINT (-87.714238 41.745398),60652-20210110,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2453,2021-01-11,32,650,12,570,0.013000000000000001,20,80,0.002,43447,POINT (-87.714238 41.745398),60652-20210111,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2454,2021-01-12,54,704,30,600,0.013999999999999999,24,104,0.002,43447,POINT (-87.714238 41.745398),60652-20210112,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2455,2021-01-13,77,781,53,653,0.015,24,128,0.003,43447,POINT (-87.714238 41.745398),60652-20210113,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2456,2021-01-14,43,824,39,692,0.016,4,132,0.003,43447,POINT (-87.714238 41.745398),60652-20210114,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2457,2021-01-15,30,854,24,716,0.016,6,138,0.003,43447,POINT (-87.714238 41.745398),60652-20210115,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2458,2021-01-16,26,880,19,735,0.017,7,145,0.003,43447,POINT (-87.714238 41.745398),60652-20210116,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2459,2021-01-17,6,886,5,740,0.017,1,146,0.003,43447,POINT (-87.714238 41.745398),60652-20210117,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2460,2021-01-18,27,913,19,759,0.017,8,154,0.004,43447,POINT (-87.714238 41.745398),60652-20210118,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2461,2021-01-19,51,964,23,782,0.018000000000000002,28,182,0.004,43447,POINT (-87.714238 41.745398),60652-20210119,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2462,2021-01-20,74,1038,44,826,0.019,30,212,0.005,43447,POINT (-87.714238 41.745398),60652-20210120,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2463,2021-01-21,81,1119,63,889,0.02,18,230,0.005,43447,POINT (-87.714238 41.745398),60652-20210121,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2464,2021-01-22,74,1193,66,955,0.022000000000000002,8,238,0.005,43447,POINT (-87.714238 41.745398),60652-20210122,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2465,2021-01-23,38,1231,36,991,0.023,2,240,0.006,43447,POINT (-87.714238 41.745398),60652-20210123,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2466,2021-01-24,12,1243,12,1003,0.023,0,240,0.006,43447,POINT (-87.714238 41.745398),60652-20210124,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2467,2021-01-25,171,1414,67,1070,0.025,104,344,0.008,43447,POINT (-87.714238 41.745398),60652-20210125,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2468,2021-01-26,94,1508,68,1138,0.026000000000000002,26,370,0.009000000000000001,43447,POINT (-87.714238 41.745398),60652-20210126,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2469,2021-01-27,128,1636,109,1247,0.028999999999999998,19,389,0.009000000000000001,43447,POINT (-87.714238 41.745398),60652-20210127,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2470,2021-01-28,130,1766,103,1350,0.031,27,416,0.01,43447,POINT (-87.714238 41.745398),60652-20210128,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2471,2021-01-29,126,1892,102,1452,0.033,24,440,0.01,43447,POINT (-87.714238 41.745398),60652-20210129,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2472,2021-01-30,75,1967,63,1515,0.035,12,452,0.01,43447,POINT (-87.714238 41.745398),60652-20210130,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2473,2021-01-31,10,1977,6,1521,0.035,4,456,0.01,43447,POINT (-87.714238 41.745398),60652-20210131,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2474,2021-02-01,89,2066,74,1595,0.037000000000000005,15,471,0.011000000000000001,43447,POINT (-87.714238 41.745398),60652-20210201,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2475,2021-02-02,114,2180,85,1680,0.039,29,500,0.012,43447,POINT (-87.714238 41.745398),60652-20210202,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2476,2021-02-03,188,2368,149,1829,0.042,39,539,0.012,43447,POINT (-87.714238 41.745398),60652-20210203,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2477,2021-02-04,112,2480,89,1918,0.044000000000000004,23,562,0.013000000000000001,43447,POINT (-87.714238 41.745398),60652-20210204,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
2478,2020-12-27,0,156,0,156,0.004,0,0,0.0,43447,POINT (-87.714238 41.745398),60652-20201227,41536,40959,12727,"$168,700","$68,425",3.2,0.3510583754,14379,0.4681266632,19174,0.3737884226,15310,452,387,25,7532,19507,21452,34.00 years,32.00 years,36.00 years
